id.exposure	id.outcome	exposure	outcome	snp_r2.exposure	snp_r2.outcome	correct_causal_direction	steiger_pval
53OpwB	ieu-b-4957	11480_1_ALDH3A1_Aldehyde_dehydrogenase__class_3	ieu-b-4957	0.00765339884524666	1.03376790180294e-05	TRUE	NA
5cAp1V	ieu-b-4957	18871_24_AIF1L_AIF1L	ieu-b-4957	0.161793096526113	0.000155891997997064	TRUE	NA
5Cb9Zy	ieu-b-4957	15644_1_BTD_Biotinidase	ieu-b-4957	0.141944870606289	0.000170279753122653	TRUE	NA
5d9fGY	ieu-b-4957	9841_197_PAICS_Multifunctional_protein_ADE2	ieu-b-4957	0.00259591546651083	6.73443718501782e-05	TRUE	NA
5EfSSb	ieu-b-4957	17746_77_FIS1_FIS1	ieu-b-4957	0.0118267645555906	5.58460759394555e-05	TRUE	NA
5gF6ut	ieu-b-4957	9316_67_WFDC1_WFDC1	ieu-b-4957	0.0847226494943622	1.85203944435084e-05	TRUE	NA
5ISb41	ieu-b-4957	4559_64_KYNU_KYNU	ieu-b-4957	0.09684098648679	0.000438027693269559	TRUE	NA
5mjn00	ieu-b-4957	10445_20_APOM_ApoM	ieu-b-4957	0.0172505538581309	0.000287805484707865	TRUE	NA
5tDhB7	ieu-b-4957	8346_9_DPP7_DPP2	ieu-b-4957	0.11079603124757	0.00103804083419662	TRUE	NA
5veQGI	ieu-b-4957	13704_5_HMGCS2_HMCS2	ieu-b-4957	0.00148588004639278	0.00011673130873721	TRUE	NA
5xi1c7	ieu-b-4957	4498_62_NCAM1_NCAM_120	ieu-b-4957	0.0218027597093489	7.0165284819397e-05	TRUE	NA
67ASsG	ieu-b-4957	2993_1_IL18RAP_IL_18_Rb	ieu-b-4957	0.0030069326779532	7.04702692696067e-05	TRUE	NA
6AFPMM	ieu-b-4957	13642_90_IFIT3_CIG49	ieu-b-4957	0.00332667890616583	0.000100555979092857	TRUE	NA
6fLYsg	ieu-b-4957	3235_50_WFIKKN2_WFKN2	ieu-b-4957	0.160042863331523	5.93719562297442e-05	TRUE	NA
6KBpPL	ieu-b-4957	5621_64_THSD1_THSD1	ieu-b-4957	0.163563719922464	2.90641280430184e-05	TRUE	NA
6kNBUI	ieu-b-4957	5763_67_DEFB104A_HBD_4	ieu-b-4957	0.0225783974715279	3.91132797049114e-06	TRUE	NA
6LI6vi	ieu-b-4957	6493_9_CPZ_CBPZ	ieu-b-4957	0.00230553125763764	0.00018805346659591	TRUE	NA
6MbnNQ	ieu-b-4957	11659_31_CLINT1_EPN4	ieu-b-4957	0.0014769732047486	0.00027523656026425	TRUE	NA
6n13AX	ieu-b-4957	6649_51_NTN1_NET1	ieu-b-4957	0.0763739059652478	0.000131546547749912	TRUE	NA
6odEOI	ieu-b-4957	2590_69_ROR1_ROR1	ieu-b-4957	0.0246183380201301	0.000153692273181819	TRUE	NA
6SiGCP	ieu-b-4957	9574_11_BIN1_BIN1	ieu-b-4957	0.00791405208066197	0.000101721978008251	TRUE	NA
6sKJsu	ieu-b-4957	17776_15_PECR_PECR	ieu-b-4957	0.00458908269623674	0.000802458329222686	TRUE	NA
70Tt3s	ieu-b-4957	12469_19_MAPRE1_MARE1	ieu-b-4957	0.00187856921931357	0.000125670996716476	TRUE	NA
71BVps	ieu-b-4957	15398_2_GFER_HERV1	ieu-b-4957	0.00142660888449481	0.000130393761412343	TRUE	NA
722K8s	ieu-b-4957	19293_6_VPS26A_VP26A	ieu-b-4957	0.0123094327160118	0.000264434940245168	TRUE	NA
7DSHLJ	ieu-b-4957	8890_9_TMEM132B_T132B	ieu-b-4957	0.0103261843207986	0.000719625653096654	TRUE	NA
7E7Xwg	ieu-b-4957	10514_5_PTGDS_PGD2_synthase	ieu-b-4957	0.00972474450700014	0.00177795690447478	TRUE	NA
7Gqtel	ieu-b-4957	7648_9_MYBPC1_MYPC1	ieu-b-4957	0.00281499854911192	9.37234612898154e-06	TRUE	NA
7GQYf5	ieu-b-4957	15653_9_COL10A1_COAA1	ieu-b-4957	0.0262528768668643	0.000212232675658973	TRUE	NA
7HCwdV	ieu-b-4957	16620_26_LY75_LY75	ieu-b-4957	0.559087739168607	0.00184275923320354	TRUE	NA
7hHPM9	ieu-b-4957	5867_60_ARG1_ARGI1	ieu-b-4957	0.00411701855619481	9.03341433345871e-06	TRUE	NA
7JEAzo	ieu-b-4957	15462_28_CD8A_CD8A	ieu-b-4957	0.0768413550814982	6.76992216222266e-05	TRUE	NA
7kXPrt	ieu-b-4957	15298_199_NETO1_NETO1	ieu-b-4957	0.00141143041688316	0.000500543500655547	TRUE	NA
7lXGLs	ieu-b-4957	15570_99_CR2_Complement_receptor_type_2	ieu-b-4957	0.0137684136965718	0.0002730876217149	TRUE	NA
7nai0L	ieu-b-4957	6444_15_PSG3_PSG3	ieu-b-4957	0.000801182018747185	8.86639083099092e-05	TRUE	NA
7obDRg	ieu-b-4957	18921_30_PHEX_PHEX	ieu-b-4957	0.027161221027151	9.68072039163839e-07	TRUE	NA
7U4XR2	ieu-b-4957	19496_1_NPL_NPL	ieu-b-4957	0.00875169009297643	0.000129487618183533	TRUE	NA
7vfD6s	ieu-b-4957	14623_26_SUMO3_SUMO3	ieu-b-4957	0.00159575999614056	0.000365993960686416	TRUE	NA
7vFK4z	ieu-b-4957	12812_25_ACYP2_ACYP2	ieu-b-4957	0.0241906427492785	0.000357925568558897	TRUE	NA
7XBWT8	ieu-b-4957	15579_26_ENPP6_ENPP6	ieu-b-4957	0.00158613521689669	0.000305145084543076	TRUE	NA
7xHxyy	ieu-b-4957	4978_54_DBNL_DBNL	ieu-b-4957	0.00237158490068148	0.000422335418826829	TRUE	NA
7ZaLfs	ieu-b-4957	3728_52_SCT_Secretin	ieu-b-4957	0.00186123911476506	0.000284843646712703	TRUE	NA
7ZAnOr	ieu-b-4957	5112_73_CD200_OX2G	ieu-b-4957	0.00215851904228162	0.000641231332456552	TRUE	NA
8d4ET0	ieu-b-4957	17677_47_CD160_BY55	ieu-b-4957	0.00896054369707067	7.25806512130042e-05	TRUE	NA
8FAcuW	ieu-b-4957	3459_49_PDGFRB_PDGF_Rb	ieu-b-4957	0.690784355681626	1.79837674187082e-06	TRUE	NA
8GUcJ7	ieu-b-4957	12387_7_PDLIM4_PDLI4	ieu-b-4957	0.00959959191772142	0.00102007307926603	TRUE	NA
8Jc3e0	ieu-b-4957	9484_75_DSG2_Desmoglein_2	ieu-b-4957	0.0174750834199618	6.68439023451947e-05	TRUE	NA
8JmYTc	ieu-b-4957	2567_5_CFI_Factor_I	ieu-b-4957	0.0181629229697767	0.00104145452853167	TRUE	NA
8JvFGG	ieu-b-4957	17435_43_ETFA_ETFA	ieu-b-4957	0.0015422635326616	0.000339819012683018	TRUE	NA
8kFgTS	ieu-b-4957	3415_61_IBSP_BSP	ieu-b-4957	0.0044179783515985	0.000147388807117021	TRUE	NA
8mEVb8	ieu-b-4957	12366_16_CRYGD_CRGD	ieu-b-4957	0.00633612992933984	1.66133444154108e-06	TRUE	NA
8NzJ3U	ieu-b-4957	5091_28_LILRB2_ILT_4	ieu-b-4957	0.402713262624148	0.00010100699069548	TRUE	NA
8PvnXE	ieu-b-4957	17447_52_SFRP4_SFRP4	ieu-b-4957	0.0180703079653725	0.000146974713120346	TRUE	NA
8rWZDg	ieu-b-4957	8080_24_MSMP_PSMP	ieu-b-4957	0.00180959257625689	7.09999860152512e-05	TRUE	NA
97U4Dg	ieu-b-4957	3166_92_CD33_Siglec_3	ieu-b-4957	0.608910874030866	0.000238563969425246	TRUE	NA
9aGBB5	ieu-b-4957	7141_21_MGAT4B_MGT4B	ieu-b-4957	0.0696535796562304	0.000380368065492686	TRUE	NA
9hLjc8	ieu-b-4957	4979_34_DPT_DERM	ieu-b-4957	0.0804299024622632	0.00136761210637882	TRUE	NA
9KaPSH	ieu-b-4957	12475_48_CLIC5_CLIC5	ieu-b-4957	0.0773879927055426	4.47405982371223e-05	TRUE	NA
9KhZdF	ieu-b-4957	19129_15_MTHFSD_MTHFSD	ieu-b-4957	0.0640205389396522	1.67153446211359e-07	TRUE	NA
9kRfvR	ieu-b-4957	8786_6_FAM171B_F171B	ieu-b-4957	0.00971611571576431	0.000420131572161981	TRUE	NA
9NAzem	ieu-b-4957	3461_58_BCAN_PGCB	ieu-b-4957	0.0181102891051025	0.000112849935756879	TRUE	NA
9ReoaD	ieu-b-4957	19590_46_SFTPD_SP_D	ieu-b-4957	0.239873702857705	0.0004466779676944	TRUE	NA
9SXzYi	ieu-b-4957	6227_1_KLK10_kallikrein_10	ieu-b-4957	0.220685022402456	5.54108053161136e-05	TRUE	NA
9Vw9lv	ieu-b-4957	8970_9_RIPK2_RIPK2	ieu-b-4957	0.00167789925189832	2.93642422722044e-05	TRUE	NA
9wxm8x	ieu-b-4957	2982_82_LGALS4_Galectin_4	ieu-b-4957	0.00143337692832295	3.9948701782055e-05	TRUE	NA
a2zLS0	ieu-b-4957	12560_9_NT5C_NT5C	ieu-b-4957	0.144952956377798	0.0022630215817947	TRUE	NA
A36bOd	ieu-b-4957	6383_90_TLL1_TLL1	ieu-b-4957	0.00151040321211244	6.06098154900815e-05	TRUE	NA
a4kRAH	ieu-b-4957	15476_6_REG3G_REG3G	ieu-b-4957	0.152017011378529	0.000159579482418027	TRUE	NA
a5Rukv	ieu-b-4957	4920_10_LYZ_Lysozyme	ieu-b-4957	0.16448183188129	0.000954387942603075	TRUE	NA
A7vhaA	ieu-b-4957	17726_3_SAR1A_SAR1A	ieu-b-4957	0.0106318137699448	3.43500504793966e-07	TRUE	NA
AAIZr2	ieu-b-4957	3280_49_ACAN_Aggrecan	ieu-b-4957	0.00566825414368584	0.000435965190163172	TRUE	NA
abaqKy	ieu-b-4957	5103_30_CD200R1_MO2R1	ieu-b-4957	0.00611768127510487	0.000161004775085586	TRUE	NA
aCEKCh	ieu-b-4957	17787_1_ECHS1_Enoyl_CoA_hydratase	ieu-b-4957	0.00138054284941212	0.000663748836915779	TRUE	NA
AcO8Bm	ieu-b-4957	18458_4_PTGES2_PGES2	ieu-b-4957	0.00289260356443794	0.000307987960334935	TRUE	NA
Ae2Uuf	ieu-b-4957	4496_60_MMP12_MMP_12	ieu-b-4957	0.129056340329995	0.000639416960869165	TRUE	NA
aELs22	ieu-b-4957	3389_7_SERPINA5_PCI	ieu-b-4957	0.0217848800320879	0.000315534421132194	TRUE	NA
aFrLmj	ieu-b-4957	15522_2_GLIPR2_GAPR1	ieu-b-4957	0.0298290285405828	0.000389234697091183	TRUE	NA
AhC0Mp	ieu-b-4957	11102_22_REG4_REG4	ieu-b-4957	0.00668033302521549	0.000190121395351365	TRUE	NA
aHtUjC	ieu-b-4957	9314_9_PSG5_PSG5	ieu-b-4957	0.113199222076024	6.45741519097269e-05	TRUE	NA
aJ6Kh2	ieu-b-4957	12558_3_UBASH3B_UBS3B	ieu-b-4957	0.00710208516164215	1.22894277798049e-05	TRUE	NA
akBKoj	ieu-b-4957	8360_169_NCR1_NKp46	ieu-b-4957	0.0358875794086449	0.000270681141448579	TRUE	NA
Am9hcX	ieu-b-4957	10833_64_HHIP_HHIP	ieu-b-4957	0.0101945045312806	1.07118344780951e-05	TRUE	NA
aMcKiU	ieu-b-4957	5363_51_SEMA3E_Semaphorin_3E	ieu-b-4957	0.457139346251168	3.39090606723936e-05	TRUE	NA
aNiPtO	ieu-b-4957	9580_5_LAMC2_Laminin_gamma_2	ieu-b-4957	0.198084889441145	0.000182627205317419	TRUE	NA
AnKoEy	ieu-b-4957	5005_4_MAPK12_MK12	ieu-b-4957	0.0223774479645328	2.55961232305118e-05	TRUE	NA
APy2kB	ieu-b-4957	12659_13_OLA1_GTPB9	ieu-b-4957	0.00919499889255898	7.18598212455929e-05	TRUE	NA
ARaY3v	ieu-b-4957	16621_77_APOA1BP_AIBP	ieu-b-4957	0.0115908204670432	3.17440849757288e-05	TRUE	NA
aRdTdt	ieu-b-4957	12411_60_MAX_MAX	ieu-b-4957	0.0155810138598046	0.000176903426854923	TRUE	NA
aUkMwq	ieu-b-4957	2602_2_ANGPT2_Angiopoietin_2	ieu-b-4957	0.00712241688982374	0.00027937264220426	TRUE	NA
axN6qC	ieu-b-4957	13044_5_TSG101_TS101	ieu-b-4957	0.00965673519280452	0.000168118453570695	TRUE	NA
AY8CAQ	ieu-b-4957	6382_17_MANBA_MANBA	ieu-b-4957	0.129557962413571	0.00101012304762935	TRUE	NA
aypOOd	ieu-b-4957	19367_34_DCI_D3D2	ieu-b-4957	0.0102021918732705	0.000165132333025756	TRUE	NA
AZ0KQg	ieu-b-4957	7128_9_VWA2_VWA2	ieu-b-4957	1.30942039370958e-05	2.02986487473533e-07	TRUE	NA
aZAoTw	ieu-b-4957	2961_1_PROC_Protein_C	ieu-b-4957	0.0102642828927222	0.000226353084808026	TRUE	NA
b2WubL	ieu-b-4957	17821_20_NMT2_NMT2	ieu-b-4957	0.00180803859371607	0.00034387481422454	TRUE	NA
b3kIrP	ieu-b-4957	16818_200_CDCP1_CDCP1	ieu-b-4957	0.0242296058496396	1.40660435561789e-05	TRUE	NA
b52QUw	ieu-b-4957	9211_19_SERPINF1_PEDF	ieu-b-4957	0.0339505309150046	0.000141217227476578	TRUE	NA
B6mkEE	ieu-b-4957	10605_22_APMAP_APMAP	ieu-b-4957	0.00549030302048745	0.00016381595188033	TRUE	NA
b8n2aS	ieu-b-4957	3204_2_LTA4H_LKHA4	ieu-b-4957	0.00122292799154385	0.000535841255078532	TRUE	NA
BB629i	ieu-b-4957	2635_61_LAYN_Layilin	ieu-b-4957	0.00129827709334162	8.96371215248948e-06	TRUE	NA
bBCqGZ	ieu-b-4957	16605_2_C1QTNF9_C1T9A	ieu-b-4957	0.0187379476770858	0.000292485522372415	TRUE	NA
bfDUft	ieu-b-4957	19383_131_CINP_CINP	ieu-b-4957	0.00128782405991356	5.36844233718561e-05	TRUE	NA
bGzOTR	ieu-b-4957	17329_2_BDH2_BDH2	ieu-b-4957	0.0201665684618552	0.000344973734737593	TRUE	NA
bHR8V1	ieu-b-4957	6572_10_LRRTM4_LRRT4	ieu-b-4957	0.00125340119988092	4.37393821120294e-05	TRUE	NA
bHZQPb	ieu-b-4957	13434_172_PARVA_PARVA	ieu-b-4957	0.00341562261433179	2.74278782183183e-06	TRUE	NA
biM4Mm	ieu-b-4957	4337_49_CRP_CRP	ieu-b-4957	0.00697945746787379	4.89153594742646e-05	TRUE	NA
BIQkRq	ieu-b-4957	13929_27_CROT_OCTC	ieu-b-4957	0.099421627685175	1.93319067557706e-06	TRUE	NA
Bl6HeE	ieu-b-4957	16596_25_GLRX3_GLRX3	ieu-b-4957	0.00299123516914936	0.000481049389857326	TRUE	NA
bLzI1O	ieu-b-4957	4468_21_SPHK2_SPHK2	ieu-b-4957	8.54136680948227e-06	0.000118267800850774	FALSE	NA
Bnk7dj	ieu-b-4957	8310_6_ZG16B_U773	ieu-b-4957	0.0151614774945919	6.7797207527025e-05	TRUE	NA
BNoST2	ieu-b-4957	10424_31_NPDC1_NPDC1	ieu-b-4957	0.00149352859243531	7.30068728688898e-06	TRUE	NA
Bo72FY	ieu-b-4957	19376_74_NNMT_NNMT	ieu-b-4957	0.00161232214065347	7.50874125733647e-06	TRUE	NA
boF05n	ieu-b-4957	5649_83_PSG4_PSG4	ieu-b-4957	0.284863837091805	0.000268283973381565	TRUE	NA
bpXaB5	ieu-b-4957	12563_2_TNFAIP8_TFIP8	ieu-b-4957	0.0134697862742339	0.000165321541593839	TRUE	NA
BQMYz6	ieu-b-4957	10809_14_KLRB1_KLRB1	ieu-b-4957	0.0258017031252948	0.000295914071811996	TRUE	NA
braTve	ieu-b-4957	7251_64_C1QTNF3_C1QT3	ieu-b-4957	0.00783038396597516	3.90642694661207e-05	TRUE	NA
bse0FI	ieu-b-4957	7948_129_GLTPD2_GLTD2	ieu-b-4957	0.0159957791831434	5.31296987505705e-05	TRUE	NA
bsW5FF	ieu-b-4957	5680_54_OBP2B_OBP2B	ieu-b-4957	0.035728013695113	0.000319649238266859	TRUE	NA
btLZFr	ieu-b-4957	19372_7_MDGA2_MDGA2	ieu-b-4957	0.153417407194306	6.84726515736535e-07	TRUE	NA
BuDMlj	ieu-b-4957	6485_59_IGLL1_IGLL1	ieu-b-4957	0.0999172914052182	4.68152572511509e-05	TRUE	NA
bVvRmq	ieu-b-4957	3651_50_KDR_VEGF_sR2	ieu-b-4957	0.0342318314362113	9.25426359813306e-06	TRUE	NA
bWV4BS	ieu-b-4957	13947_371_NUDT12_NUD12	ieu-b-4957	0.000485627682795061	0.000102211673246774	TRUE	NA
BXYK9e	ieu-b-4957	2620_4_IL6ST_gp130__soluble	ieu-b-4957	0.0274634927164325	3.11759723960086e-06	TRUE	NA
bZ0CfU	ieu-b-4957	8065_245_PATE4_PATE4	ieu-b-4957	0.0064174663691783	0.000112957823185924	TRUE	NA
BZyWdv	ieu-b-4957	14066_49_MAGI2_MAGI2	ieu-b-4957	0.119434321607914	8.20787922573104e-06	TRUE	NA
C4T4C5	ieu-b-4957	9962_1_CDHR5_MUCDL	ieu-b-4957	0.00146210380581808	2.39076606356352e-05	TRUE	NA
C63xuw	ieu-b-4957	12571_14_ARL3_ARL3	ieu-b-4957	0.010490709970282	7.14139047420472e-05	TRUE	NA
C8JEyq	ieu-b-4957	19161_1_USP15_UBP15	ieu-b-4957	0.00703836501664486	0.00024176046850285	TRUE	NA
C8OIUK	ieu-b-4957	17403_14_ACADSB_acyl_Coenzyme_A_dehydrogenase	ieu-b-4957	0.00515217343566084	6.51502575125893e-05	TRUE	NA
c9TOYj	ieu-b-4957	13388_57_PCSK1_NEC1	ieu-b-4957	0.41285356842695	3.64098948777441e-05	TRUE	NA
CBVy1B	ieu-b-4957	15636_49_SORCS1_SORC1	ieu-b-4957	0.00201284676845871	1.05659995512001e-05	TRUE	NA
ccIzmD	ieu-b-4957	6617_12_FCRL6_FCRL6	ieu-b-4957	0.00685828992281529	9.33148958566371e-05	TRUE	NA
CD94uS	ieu-b-4957	17712_7_IDI1_IDI1	ieu-b-4957	0.00140607993314799	0.000235365878086719	TRUE	NA
CgrO3j	ieu-b-4957	18235_16_PGP_PGP	ieu-b-4957	0.0159157580428398	0.000323879969143456	TRUE	NA
ChkO9q	ieu-b-4957	3326_58_CADM1_Nectin_like_protein_2	ieu-b-4957	0.00999438559260455	0.000790609113332028	TRUE	NA
Ck1wee	ieu-b-4957	9383_24_CHI3L2_CH3L2	ieu-b-4957	0.00170199633263993	4.22407228642243e-05	TRUE	NA
CK4bOD	ieu-b-4957	12727_7_PTGFRN_FPRP	ieu-b-4957	0.271614279449676	0.000611398977139751	TRUE	NA
ClUp9A	ieu-b-4957	11152_46_KLK13_kallikrein_13	ieu-b-4957	0.116252182664334	4.0736415326667e-05	TRUE	NA
